[Connect DataFile][1.1]
Date:	5/20/2024
Time:	11:36:52.490
Unit:	°C
Resolution:	0.037037037037037
Values:	1
00:05:00.629	125.0	
00:05:00.666	125.0	
00:05:00.703	125.0	
00:05:00.740	125.0	
00:05:00.777	125.0	
00:05:00.814	125.0	
00:05:00.851	125.0	
00:05:00.888	125.0	
00:05:00.925	125.0	
00:05:00.962	125.0	
00:05:01.000	125.0	
00:05:01.037	125.0	
00:05:01.074	125.0	
00:05:01.111	125.0	
00:05:01.148	125.0	
00:05:01.185	125.0	
00:05:01.222	125.0	
00:05:01.259	125.0	
00:05:01.296	125.0	
00:05:01.333	125.0	
00:05:01.370	125.0	
00:05:01.407	125.0	
00:05:01.444	125.0	
00:05:01.481	125.0	
00:05:01.518	125.0	
00:05:01.555	125.0	
00:05:01.592	125.0	
00:05:01.629	125.0	
00:05:01.666	125.0	
00:05:01.703	125.0	
00:05:01.740	125.0	
00:05:01.777	125.0	
00:05:01.814	125.0	
00:05:01.851	125.0	
00:05:01.888	125.0	
00:05:01.925	125.0	
00:05:01.962	125.0	
00:05:02.000	125.0	
00:05:02.037	125.0	
00:05:02.074	125.0	
00:05:02.111	125.0	
00:05:02.148	125.0	
00:05:02.185	125.0	
00:05:02.222	125.0	
00:05:02.259	125.0	
00:05:02.296	125.0	
00:05:02.333	125.0	
00:05:02.370	125.0	
00:05:02.407	125.0	
00:05:02.444	125.0	
00:05:02.481	125.0	
00:05:02.518	125.0	
00:05:02.555	125.0	
00:05:02.592	125.0	
00:05:02.629	125.0	
00:05:02.666	125.0	
00:05:02.703	125.0	
00:05:02.740	125.0	
00:05:02.777	125.0	
00:05:02.814	125.0	
00:05:02.851	125.0	
00:05:02.888	125.0	
00:05:02.925	125.0	
00:05:02.962	125.0	
00:05:03.000	125.0	
00:05:03.037	125.0	
00:05:03.074	125.0	
00:05:03.111	125.0	
00:05:03.148	125.0	
00:05:03.185	125.0	
00:05:03.222	125.0	
00:05:03.259	125.0	
00:05:03.296	125.0	
00:05:03.333	125.0	
00:05:03.370	125.0	
00:05:03.407	125.0	
00:05:03.444	125.0	
00:05:03.481	125.0	
00:05:03.518	125.0	
00:05:03.555	125.0	
00:05:03.592	125.0	
00:05:03.629	125.0	
00:05:03.666	125.0	
00:05:03.703	125.0	
00:05:03.740	125.0	
00:05:03.777	125.0	
00:05:03.814	125.0	
00:05:03.851	125.0	
00:05:03.888	125.0	
00:05:03.925	125.0	
00:05:03.962	125.0	
00:05:04.000	125.0	
00:05:04.037	125.0	
00:05:04.074	125.0	
00:05:04.111	125.0	
00:05:04.148	125.0	
00:05:04.185	125.0	
00:05:04.222	125.0	
00:05:04.259	125.0	
00:05:04.296	125.0	
00:05:04.333	125.0	
00:05:04.370	125.0	
00:05:04.407	125.0	
00:05:04.444	125.0	
00:05:04.481	125.0	
00:05:04.518	125.0	
00:05:04.555	125.0	
00:05:04.592	125.0	
00:05:04.629	125.0	
00:05:04.666	125.0	
00:05:04.703	125.0	
00:05:04.740	125.0	
00:05:04.777	125.0	
00:05:04.814	125.0	
00:05:04.851	125.0	
00:05:04.888	125.0	
00:05:04.925	125.0	
00:05:04.962	125.0	
00:05:05.000	125.0	
00:05:05.037	125.0	
00:05:05.074	125.0	
00:05:05.111	125.0	
00:05:05.148	125.0	
00:05:05.185	125.0	
00:05:05.222	125.0	
00:05:05.259	125.0	
00:05:05.296	125.0	
00:05:05.333	125.0	
00:05:05.370	125.0	
00:05:05.407	125.0	
00:05:05.444	125.0	
00:05:05.481	125.0	
00:05:05.518	125.0	
00:05:05.555	125.0	
00:05:05.592	125.0	
00:05:05.629	125.0	
00:05:05.666	125.0	
00:05:05.703	125.0	
00:05:05.740	125.0	
00:05:05.777	125.0	
00:05:05.814	125.0	
00:05:05.851	125.0	
00:05:05.888	125.0	
00:05:05.925	125.0	
00:05:05.962	125.0	
00:05:06.000	125.0	
00:05:06.037	125.0	
00:05:06.074	125.0	
00:05:06.111	125.0	
00:05:06.148	125.0	
00:05:06.185	125.0	
00:05:06.222	125.0	
00:05:06.259	125.0	
00:05:06.296	125.0	
00:05:06.333	125.0	
00:05:06.370	125.0	
00:05:06.407	125.0	
00:05:06.444	125.0	
00:05:06.481	125.0	
00:05:06.518	125.0	
00:05:06.555	125.0	
00:05:06.592	125.0	
00:05:06.629	125.0	
00:05:06.666	125.0	
00:05:06.703	125.0	
00:05:06.740	125.0	
00:05:06.777	125.0	
00:05:06.814	125.0	
00:05:06.851	125.0	
00:05:06.888	125.0	
00:05:06.925	125.0	
00:05:06.962	125.0	
00:05:07.000	125.0	
00:05:07.037	125.0	
00:05:07.074	125.0	
00:05:07.111	125.0	
00:05:07.148	125.0	
00:05:07.185	125.0	
00:05:07.222	125.0	
00:05:07.259	125.0	
00:05:07.296	125.0	
00:05:07.333	125.0	
00:05:07.370	125.0	
00:05:07.407	125.0	
00:05:07.444	125.0	
00:05:07.481	125.0	
00:05:07.518	125.0	
00:05:07.555	125.0	
00:05:07.592	125.0	
00:05:07.629	125.0	
00:05:07.666	125.0	
00:05:07.703	125.0	
00:05:07.740	125.0	
00:05:07.777	125.0	
00:05:07.814	125.0	
00:05:07.851	125.0	
00:05:07.888	125.0	
00:05:07.925	125.0	
00:05:07.962	125.0	
00:05:08.000	125.0	
00:05:08.037	125.0	
00:05:08.074	125.0	
00:05:08.111	125.0	
00:05:08.148	125.0	
00:05:08.185	125.0	
00:05:08.222	125.0	
00:05:08.259	125.0	
00:05:08.296	125.0	
00:05:08.333	125.0	
00:05:08.370	125.0	
00:05:08.407	125.0	
00:05:08.444	125.0	
00:05:08.481	125.0	
00:05:08.518	125.0	
00:05:08.555	125.0	
00:05:08.592	125.0	
00:05:08.629	125.0	
00:05:08.666	125.0	
00:05:08.703	125.0	
00:05:08.740	125.0	
00:05:08.777	125.0	
00:05:08.814	125.0	
00:05:08.851	125.0	
00:05:08.888	125.0	
00:05:08.925	125.0	
00:05:08.962	125.0	
00:05:09.000	125.0	
00:05:09.037	125.0	
00:05:09.074	125.0	
00:05:09.111	125.0	
00:05:09.148	125.0	
00:05:09.185	125.0	
00:05:09.222	125.0	
00:05:09.259	125.0	
00:05:09.296	125.0	
00:05:09.333	125.0	
00:05:09.370	125.0	
00:05:09.407	125.0	
00:05:09.444	125.0	
00:05:09.481	125.0	
00:05:09.518	125.0	
00:05:09.555	125.0	
00:05:09.592	125.0	
00:05:09.629	125.0	
00:05:09.666	125.0	
00:05:09.703	125.0	
00:05:09.740	125.0	
00:05:09.777	125.0	
00:05:09.814	125.0	
00:05:09.851	125.0	
00:05:09.888	125.0	
00:05:09.925	125.0	
00:05:09.962	125.0	
00:05:10.000	125.0	
00:05:10.037	125.0	
00:05:10.074	125.0	
00:05:10.111	125.0	
00:05:10.148	125.0	
00:05:10.185	125.0	
00:05:10.222	125.0	
00:05:10.259	125.0	
00:05:10.296	125.0	
00:05:10.333	125.0	
00:05:10.370	125.0	
00:05:10.407	125.0	
00:05:10.444	125.0	
00:05:10.481	125.0	
00:05:10.518	125.0	
00:05:10.555	125.0	
00:05:10.592	125.0	
00:05:10.629	125.0	
00:05:10.666	125.0	
00:05:10.703	125.0	
00:05:10.740	125.0	
00:05:10.777	125.0	
00:05:10.814	125.0	
00:05:10.851	125.0	
00:05:10.888	125.0	
00:05:10.925	125.0	
00:05:10.962	125.0	
00:05:11.000	125.0	
00:05:11.037	125.0	
00:05:11.074	125.0	
00:05:11.111	125.0	
00:05:11.148	125.0	
00:05:11.185	125.0	
00:05:11.222	125.0	
00:05:11.259	125.0	
00:05:11.296	125.0	
00:05:11.333	125.0	
00:05:11.370	125.0	
00:05:11.407	125.0	
00:05:11.444	125.0	
00:05:11.481	125.0	
00:05:11.518	125.0	
00:05:11.555	125.0	
00:05:11.592	125.0	
00:05:11.629	125.0	
00:05:11.666	125.0	
00:05:11.703	125.0	
00:05:11.740	125.0	
00:05:11.777	125.0	
00:05:11.814	125.0	
00:05:11.851	125.0	
00:05:11.888	125.0	
00:05:11.925	125.0	
00:05:11.962	125.0	
00:05:12.000	125.0	
00:05:12.037	125.0	
00:05:12.074	125.0	
00:05:12.111	125.0	
00:05:12.148	125.0	
00:05:12.185	125.0	
00:05:12.222	125.0	
00:05:12.259	125.0	
00:05:12.296	125.0	
00:05:12.333	125.0	
00:05:12.370	125.0	
00:05:12.407	125.0	
00:05:12.444	125.0	
00:05:12.481	125.0	
00:05:12.518	125.0	
00:05:12.555	125.0	
00:05:12.592	125.0	
00:05:12.629	125.0	
00:05:12.666	125.0	
00:05:12.703	125.0	
00:05:12.740	125.0	
00:05:12.777	125.0	
00:05:12.814	125.0	
00:05:12.851	125.0	
00:05:12.888	125.0	
00:05:12.925	125.0	
00:05:12.962	125.0	
00:05:13.000	125.0	
00:05:13.037	125.0	
00:05:13.074	125.0	
00:05:13.111	125.0	
00:05:13.148	125.0	
00:05:13.185	125.0	
00:05:13.222	125.0	
00:05:13.259	125.0	
00:05:13.296	125.0	
00:05:13.333	125.0	
00:05:13.370	125.0	
00:05:13.407	125.0	
00:05:13.444	125.0	
00:05:13.481	125.0	
00:05:13.518	125.0	
00:05:13.555	125.0	
00:05:13.592	125.0	
00:05:13.629	125.0	
00:05:13.666	125.0	
00:05:13.703	125.0	
00:05:13.740	125.0	
00:05:13.777	125.0	
00:05:13.814	125.0	
00:05:13.851	125.0	
00:05:13.888	125.0	
00:05:13.925	125.0	
00:05:13.962	125.0	
00:05:14.000	125.0	
00:05:14.037	125.0	
00:05:14.074	125.0	
00:05:14.111	125.0	
00:05:14.148	125.0	
00:05:14.185	125.0	
00:05:14.222	125.0	
00:05:14.259	125.0	
00:05:14.296	125.0	
00:05:14.333	125.0	
00:05:14.370	125.0	
00:05:14.407	125.0	
00:05:14.444	125.0	
00:05:14.481	125.0	
00:05:14.518	125.0	
00:05:14.555	125.0	
00:05:14.592	125.0	
00:05:14.629	125.0	
00:05:14.666	125.0	
00:05:14.703	125.0	
00:05:14.740	125.0	
00:05:14.777	125.0	
00:05:14.814	125.0	
00:05:14.851	125.0	
00:05:14.888	125.0	
00:05:14.925	125.0	
00:05:14.962	125.0	
00:05:15.000	125.0	
00:05:15.037	125.0	
00:05:15.074	125.0	
00:05:15.111	125.0	
00:05:15.148	125.0	
00:05:15.185	125.0	
00:05:15.222	125.0	
00:05:15.259	125.0	
00:05:15.296	125.0	
00:05:15.333	125.0	
00:05:15.370	125.0	
00:05:15.407	125.0	
00:05:15.444	125.0	
00:05:15.481	125.0	
00:05:15.518	125.0	
00:05:15.555	125.0	
00:05:15.592	125.0	
00:05:15.629	125.0	
00:05:15.666	125.0	
00:05:15.703	125.0	
00:05:15.740	125.0	
00:05:15.777	125.0	
00:05:15.814	125.0	
00:05:15.851	125.0	
00:05:15.888	125.0	
00:05:15.925	125.0	
00:05:15.962	125.0	
00:05:16.000	125.0	
00:05:16.037	125.0	
00:05:16.074	125.0	
00:05:16.111	125.0	
00:05:16.148	125.0	
00:05:16.185	125.0	
00:05:16.222	125.0	
00:05:16.259	125.0	
00:05:16.296	125.0	
00:05:16.333	125.0	
00:05:16.370	125.0	
00:05:16.407	125.0	
00:05:16.444	125.0	
00:05:16.481	125.0	
00:05:16.518	125.0	
00:05:16.555	125.0	
00:05:16.592	125.0	
00:05:16.629	125.0	
00:05:16.666	125.0	
00:05:16.703	125.0	
00:05:16.740	125.0	
00:05:16.777	125.0	
00:05:16.814	125.0	
00:05:16.851	125.0	
00:05:16.888	125.0	
00:05:16.925	125.0	
00:05:16.962	125.0	
00:05:17.000	125.0	
00:05:17.037	125.0	
00:05:17.074	125.0	
00:05:17.111	125.0	
00:05:17.148	125.0	
00:05:17.185	125.0	
00:05:17.222	125.0	
00:05:17.259	125.0	
00:05:17.296	125.0	
00:05:17.333	125.0	
00:05:17.370	125.0	
00:05:17.407	125.0	
00:05:17.444	125.0	
00:05:17.481	125.0	
00:05:17.518	125.0	
00:05:17.555	125.0	
00:05:17.592	125.0	
00:05:17.629	125.0	
00:05:17.666	125.0	
00:05:17.703	125.0	
00:05:17.740	125.0	
00:05:17.777	125.0	
00:05:17.814	125.0	
00:05:17.851	125.0	
00:05:17.888	125.0	
00:05:17.925	125.0	
00:05:17.962	125.0	
00:05:18.000	125.0	
00:05:18.037	125.0	
00:05:18.074	125.0	
00:05:18.111	125.0	
00:05:18.148	125.0	
00:05:18.185	125.0	
00:05:18.222	125.0	
00:05:18.259	125.0	
00:05:18.296	125.0	
00:05:18.333	125.0	
00:05:18.370	125.0	
00:05:18.407	125.0	
00:05:18.444	125.0	
00:05:18.481	125.0	
00:05:18.518	125.0	
00:05:18.555	125.0	
00:05:18.592	125.0	
00:05:18.629	125.0	
00:05:18.666	125.0	
00:05:18.703	125.0	
00:05:18.740	125.0	
00:05:18.777	125.0	
00:05:18.814	125.0	
00:05:18.851	125.0	
00:05:18.888	125.0	
00:05:18.925	125.0	
00:05:18.962	125.0	
00:05:19.000	125.0	
00:05:19.037	125.0	
00:05:19.074	125.0	
00:05:19.111	125.0	
00:05:19.148	125.0	
00:05:19.185	125.0	
00:05:19.222	125.0	
00:05:19.259	125.0	
00:05:19.296	125.0	
00:05:19.333	125.0	
00:05:19.370	125.0	
00:05:19.407	125.0	
00:05:19.444	125.0	
00:05:19.481	125.0	
00:05:19.518	125.0	
00:05:19.555	125.0	
00:05:19.592	125.0	
00:05:19.629	125.0	
00:05:19.666	125.0	
00:05:19.703	125.0	
00:05:19.740	125.0	
00:05:19.777	125.0	
00:05:19.814	125.0	
00:05:19.851	125.0	
00:05:19.888	125.0	
00:05:19.925	125.0	
00:05:19.962	125.0	
00:05:20.000	125.0	
00:05:20.037	125.0	
00:05:20.074	125.0	
00:05:20.111	125.0	
00:05:20.148	125.0	
00:05:20.185	125.0	
00:05:20.222	125.0	
00:05:20.259	125.0	
00:05:20.296	125.0	
00:05:20.333	125.0	
00:05:20.370	125.0	
00:05:20.407	125.0	
00:05:20.444	125.0	
00:05:20.481	125.0	
00:05:20.518	125.0	
00:05:20.555	125.0	
00:05:20.592	125.0	
00:05:20.629	125.0	
00:05:20.666	125.0	
00:05:20.703	125.0	
00:05:20.740	125.0	
00:05:20.777	125.0	
00:05:20.814	125.0	
00:05:20.851	125.0	
00:05:20.888	125.0	
00:05:20.925	125.0	
00:05:20.962	125.0	
00:05:21.000	125.0	
00:05:21.037	125.0	
00:05:21.074	125.0	
00:05:21.111	125.0	
00:05:21.148	125.0	
00:05:21.185	125.0	
00:05:21.222	125.0	
00:05:21.259	125.0	
00:05:21.296	125.0	
00:05:21.333	125.0	
00:05:21.370	125.0	
00:05:21.407	125.0	
00:05:21.444	125.0	
00:05:21.481	125.0	
00:05:21.518	125.0	
00:05:21.555	125.0	
00:05:21.592	125.0	
00:05:21.629	125.0	
00:05:21.666	125.0	
00:05:21.703	125.0	
00:05:21.740	125.0	
00:05:21.777	125.0	
00:05:21.814	125.0	
00:05:21.851	125.0	
00:05:21.888	125.0	
00:05:21.925	125.0	
00:05:21.962	125.0	
00:05:22.000	125.0	
00:05:22.037	125.0	
00:05:22.074	125.0	
00:05:22.111	125.0	
00:05:22.148	125.0	
00:05:22.185	125.0	
00:05:22.222	125.0	
00:05:22.259	125.0	
00:05:22.296	125.0	
00:05:22.333	125.0	
00:05:22.370	125.0	
00:05:22.407	125.0	
00:05:22.444	125.0	
00:05:22.481	125.0	
00:05:22.518	125.0	
00:05:22.555	125.0	
00:05:22.592	125.0	
00:05:22.629	125.0	
00:05:22.666	125.0	
00:05:22.703	125.0	
00:05:22.740	125.0	
00:05:22.777	125.0	
00:05:22.814	125.0	
00:05:22.851	125.0	
00:05:22.888	125.0	
00:05:22.925	125.0	
00:05:22.962	125.0	
00:05:23.000	125.0	
00:05:23.037	125.0	
00:05:23.074	125.0	
00:05:23.111	125.0	
00:05:23.148	125.0	
00:05:23.185	125.0	
00:05:23.222	125.0	
00:05:23.259	125.0	
00:05:23.296	125.0	
00:05:23.333	125.0	
00:05:23.370	125.0	
00:05:23.407	125.0	
00:05:23.444	125.0	
00:05:23.481	125.0	
00:05:23.518	125.0	
00:05:23.555	125.0	
00:05:23.592	125.0	
00:05:23.629	125.0	
00:05:23.666	125.0	
00:05:23.703	125.0	
00:05:23.740	125.0	
00:05:23.777	125.0	
00:05:23.814	125.0	
00:05:23.851	125.0	
00:05:23.888	125.0	
00:05:23.925	125.0	
00:05:23.962	125.0	
00:05:24.000	125.0	
00:05:24.037	125.0	
00:05:24.074	125.0	
00:05:24.111	125.0	
00:05:24.148	125.0	
00:05:24.185	125.0	
00:05:24.222	125.0	
00:05:24.259	125.0	
00:05:24.296	125.0	
00:05:24.333	125.0	
00:05:24.370	125.0	
00:05:24.407	125.0	
00:05:24.444	125.0	
00:05:24.481	125.0	
00:05:24.518	125.0	
00:05:24.555	125.0	
00:05:24.592	125.0	
00:05:24.629	125.0	
00:05:24.666	125.0	
00:05:24.703	125.0	
00:05:24.740	125.0	
00:05:24.777	125.0	
00:05:24.814	125.0	
00:05:24.851	125.0	
00:05:24.888	125.0	
00:05:24.925	125.0	
00:05:24.962	125.0	
00:05:25.000	125.0	
00:05:25.037	125.0	
00:05:25.074	125.0	
00:05:25.111	125.0	
00:05:25.148	125.0	
00:05:25.185	125.0	
00:05:25.222	125.0	
00:05:25.259	125.0	
00:05:25.296	125.0	
00:05:25.333	125.0	
00:05:25.370	125.0	
00:05:25.407	125.0	
00:05:25.444	125.0	
00:05:25.481	125.0	
00:05:25.518	125.0	
00:05:25.555	125.0	
00:05:25.592	125.0	
00:05:25.629	125.0	
00:05:25.666	125.0	
00:05:25.703	125.0	
00:05:25.740	125.0	
00:05:25.777	125.0	
00:05:25.814	125.0	
00:05:25.851	125.0	
00:05:25.888	125.0	
00:05:25.925	125.0	
00:05:25.962	125.0	
00:05:26.000	125.0	
00:05:26.037	125.0	
00:05:26.074	125.0	
00:05:26.111	125.0	
00:05:26.148	125.0	
00:05:26.185	125.0	
00:05:26.222	125.0	
00:05:26.259	125.0	
00:05:26.296	125.0	
00:05:26.333	125.0	
00:05:26.370	125.0	
00:05:26.407	125.0	
00:05:26.444	125.0	
00:05:26.481	125.0	
00:05:26.518	125.0	
00:05:26.555	125.0	
00:05:26.592	125.0	
00:05:26.629	125.0	
00:05:26.666	125.0	
00:05:26.703	125.0	
00:05:26.740	125.0	
00:05:26.777	125.0	
00:05:26.814	125.0	
00:05:26.851	125.0	
00:05:26.888	125.0	
00:05:26.925	125.0	
00:05:26.962	125.0	
00:05:27.000	125.0	
00:05:27.037	125.0	
00:05:27.074	125.0	
00:05:27.111	125.0	
00:05:27.148	125.0	
00:05:27.185	125.0	
00:05:27.222	125.0	
00:05:27.259	125.0	
00:05:27.296	125.0	
00:05:27.333	125.0	
00:05:27.370	125.0	
00:05:27.407	125.0	
00:05:27.444	125.0	
00:05:27.481	125.0	
00:05:27.518	125.0	
00:05:27.555	125.0	
00:05:27.592	125.0	
00:05:27.629	125.0	
00:05:27.666	125.0	
00:05:27.703	125.0	
00:05:27.740	125.0	
00:05:27.777	125.0	
00:05:27.814	125.0	
00:05:27.851	125.0	
00:05:27.888	125.0	
00:05:27.925	125.0	
00:05:27.962	125.0	
00:05:28.000	125.0	
00:05:28.037	125.0	
00:05:28.074	125.0	
00:05:28.111	125.0	
00:05:28.148	125.0	
00:05:28.185	125.0	
00:05:28.222	125.0	
00:05:28.259	125.0	
00:05:28.296	125.0	
00:05:28.333	125.0	
00:05:28.370	125.0	
00:05:28.407	125.0	
00:05:28.444	125.0	
00:05:28.481	125.0	
00:05:28.518	125.0	
00:05:28.555	125.0	
00:05:28.592	125.0	
00:05:28.629	125.0	
00:05:28.666	125.0	
00:05:28.703	125.0	
00:05:28.740	125.0	
00:05:28.777	125.0	
00:05:28.814	125.0	
00:05:28.851	125.0	
00:05:28.888	125.0	
00:05:28.925	125.0	
00:05:28.962	125.0	
00:05:29.000	125.0	
00:05:29.037	125.0	
00:05:29.074	125.0	
00:05:29.111	125.0	
00:05:29.148	125.0	
00:05:29.185	125.0	
00:05:29.222	125.0	
00:05:29.259	125.0	
00:05:29.296	125.0	
00:05:29.333	125.0	
00:05:29.370	125.0	
00:05:29.407	125.0	
00:05:29.444	125.0	
00:05:29.481	125.0	
00:05:29.518	125.0	
00:05:29.555	125.0	
00:05:29.592	125.0	
00:05:29.629	125.0	
00:05:29.666	125.0	
00:05:29.703	125.0	
00:05:29.740	125.0	
00:05:29.777	125.0	
00:05:29.814	125.0	
00:05:29.851	125.0	
00:05:29.888	125.0	
00:05:29.925	125.0	
00:05:29.962	125.0	
00:05:30.000	125.0	
00:05:30.037	125.0	
00:05:30.074	125.0	
00:05:30.111	125.0	
00:05:30.148	125.0	
00:05:30.185	125.0	
00:05:30.222	125.0	
00:05:30.259	125.0	
00:05:30.296	125.0	
00:05:30.333	125.0	
00:05:30.370	125.0	
00:05:30.407	125.0	
00:05:30.444	125.0	
00:05:30.481	125.0	
00:05:30.518	125.0	
00:05:30.555	125.0	
00:05:30.592	125.0	
00:05:30.629	125.0	
00:05:30.666	125.0	
00:05:30.703	125.0	
00:05:30.740	125.0	
00:05:30.777	125.0	
00:05:30.814	125.0	
00:05:30.851	125.0	
00:05:30.888	125.0	
00:05:30.925	125.0	
00:05:30.962	125.0	
00:05:31.000	125.0	
00:05:31.037	125.0	
00:05:31.074	125.0	
00:05:31.111	125.0	
00:05:31.148	125.0	
00:05:31.185	125.0	
00:05:31.222	125.0	
00:05:31.259	125.0	
00:05:31.296	125.0	
00:05:31.333	125.0	
00:05:31.370	125.0	
00:05:31.407	125.0	
00:05:31.444	125.0	
00:05:31.481	125.0	
00:05:31.518	125.0	
00:05:31.555	125.0	
00:05:31.592	125.0	
00:05:31.629	125.0	
00:05:31.666	125.0	
00:05:31.703	125.0	
00:05:31.740	125.0	
00:05:31.777	125.0	
00:05:31.814	125.0	
00:05:31.851	125.0	
00:05:31.888	125.0	
00:05:31.925	125.0	
00:05:31.962	125.0	
00:05:32.000	125.0	
00:05:32.037	125.0	
00:05:32.074	125.0	
00:05:32.111	125.0	
00:05:32.148	125.0	
00:05:32.185	125.0	
00:05:32.222	125.0	
00:05:32.259	125.0	
00:05:32.296	125.0	
00:05:32.333	125.0	
00:05:32.370	125.0	
00:05:32.407	125.0	
00:05:32.444	125.0	
00:05:32.481	125.0	
00:05:32.518	125.0	
00:05:32.555	125.0	
00:05:32.592	125.0	
00:05:32.629	125.0	
00:05:32.666	125.0	
00:05:32.703	125.0	
00:05:32.740	125.0	
00:05:32.777	125.0	
00:05:32.814	125.0	
00:05:32.851	125.0	
00:05:32.888	125.0	
00:05:32.925	125.0	
00:05:32.962	125.0	
00:05:33.000	125.0	
00:05:33.037	125.0	
00:05:33.074	125.0	
00:05:33.111	125.0	
00:05:33.148	125.0	
00:05:33.185	125.0	
00:05:33.222	125.0	
00:05:33.259	125.0	
00:05:33.296	125.0	
00:05:33.333	125.0	
00:05:33.370	125.0	
00:05:33.407	125.0	
00:05:33.444	125.0	
00:05:33.481	125.0	
00:05:33.518	125.0	
00:05:33.555	125.0	
00:05:33.592	125.0	
00:05:33.629	125.0	
00:05:33.666	125.0	
00:05:33.703	125.0	
00:05:33.740	125.0	
00:05:33.777	125.0	
00:05:33.814	125.0	
00:05:33.851	125.0	
00:05:33.888	125.0	
00:05:33.925	125.0	
00:05:33.962	125.0	
00:05:34.000	125.0	
00:05:34.037	125.0	
00:05:34.074	125.0	
00:05:34.111	125.0	
00:05:34.148	125.0	
00:05:34.185	125.0	
00:05:34.222	125.0	
00:05:34.259	125.0	
00:05:34.296	125.0	
00:05:34.333	125.0	
00:05:34.370	125.0	
00:05:34.407	125.0	
00:05:34.444	125.0	
00:05:34.481	125.0	
00:05:34.518	125.0	
00:05:34.555	125.0	
00:05:34.592	125.0	
00:05:34.629	125.0	
00:05:34.666	125.0	
00:05:34.703	125.0	
00:05:34.740	125.0	
00:05:34.777	125.0	
00:05:34.814	125.0	
00:05:34.851	125.0	
00:05:34.888	125.0	
00:05:34.925	125.0	
00:05:34.962	125.0	
00:05:35.000	125.0	
00:05:35.037	125.0	
00:05:35.074	125.0	
00:05:35.111	125.0	
00:05:35.148	125.0	
00:05:35.185	125.0	
00:05:35.222	125.0	
00:05:35.259	125.0	
00:05:35.296	125.0	
00:05:35.333	125.0	
00:05:35.370	125.0	
00:05:35.407	125.0	
00:05:35.444	125.0	
00:05:35.481	125.0	
00:05:35.518	125.0	
00:05:35.555	125.0	
00:05:35.592	125.0	
00:05:35.629	125.0	
00:05:35.666	125.0	
00:05:35.703	125.0	
00:05:35.740	125.0	
00:05:35.777	125.0	
00:05:35.814	125.0	
00:05:35.851	125.0	
00:05:35.888	125.0	
00:05:35.925	125.0	
00:05:35.962	125.0	
00:05:36.000	125.0	
00:05:36.037	125.0	
00:05:36.074	125.0	
00:05:36.111	125.0	
00:05:36.148	125.0	
00:05:36.185	125.0	
00:05:36.222	125.0	
00:05:36.259	125.0	
00:05:36.296	125.0	
00:05:36.333	125.0	
00:05:36.370	125.0	
00:05:36.407	125.0	
00:05:36.444	125.0	
00:05:36.481	125.0	
00:05:36.518	125.0	
00:05:36.555	125.0	
00:05:36.592	125.0	
00:05:36.629	125.0	
00:05:36.666	125.0	
00:05:36.703	125.0	
00:05:36.740	125.0	
00:05:36.777	125.0	
00:05:36.814	125.0	
00:05:36.851	125.0	
00:05:36.888	125.0	
00:05:36.925	125.0	
00:05:36.962	125.0	
00:05:37.000	125.0	
00:05:37.037	125.0	
00:05:37.074	125.0	
00:05:37.111	125.0	
00:05:37.148	125.0	
00:05:37.185	125.0	
00:05:37.222	125.0	
00:05:37.259	125.0	
00:05:37.296	125.0	
00:05:37.333	125.0	
00:05:37.370	125.0	
00:05:37.407	125.0	
00:05:37.444	125.0	
00:05:37.481	125.0	
00:05:37.518	125.0	
00:05:37.555	125.0	
00:05:37.592	125.0	
00:05:37.629	125.0	
00:05:37.666	125.0	
00:05:37.703	125.0	
00:05:37.740	125.0	
00:05:37.777	125.0	
00:05:37.814	125.0	
00:05:37.851	125.0	
00:05:37.888	125.0	
00:05:37.925	125.0	
00:05:37.962	125.0	
00:05:38.000	125.0	
00:05:38.037	125.0	
00:05:38.074	125.0	
00:05:38.111	125.0	
00:05:38.148	125.0	
00:05:38.185	125.0	
00:05:38.222	125.0	
00:05:38.259	125.0	
00:05:38.296	125.0	
00:05:38.333	125.0	
00:05:38.370	125.0	
00:05:38.407	125.0	
00:05:38.444	125.0	
00:05:38.481	125.0	
00:05:38.518	125.0	
00:05:38.555	125.0	
00:05:38.592	125.0	
00:05:38.629	125.0	
00:05:38.666	125.0	
00:05:38.703	125.0	
00:05:38.740	125.0	
00:05:38.777	125.0	
00:05:38.814	125.0	
00:05:38.851	125.0	
00:05:38.888	125.0	
00:05:38.925	125.0	
00:05:38.962	125.0	
00:05:39.000	125.0	
00:05:39.037	125.0	
00:05:39.074	125.0	
00:05:39.111	125.0	
00:05:39.148	125.0	
00:05:39.185	125.0	
00:05:39.222	125.0	
00:05:39.259	125.0	
00:05:39.296	125.0	
00:05:39.333	125.0	
00:05:39.370	125.0	
00:05:39.407	125.0	
00:05:39.444	125.0	
00:05:39.481	125.0	
00:05:39.518	125.0	
00:05:39.555	125.0	
00:05:39.592	125.0	
00:05:39.629	125.0	
00:05:39.666	125.0	
00:05:39.703	125.0	
00:05:39.740	125.0	
00:05:39.777	125.0	
00:05:39.814	125.0	
00:05:39.851	125.0	
00:05:39.888	125.0	
00:05:39.925	125.0	
00:05:39.962	125.0	
00:05:40.000	125.0	
00:05:40.037	125.0	
00:05:40.074	125.0	
00:05:40.111	125.0	
00:05:40.148	125.0	
00:05:40.185	125.0	
00:05:40.222	125.0	
00:05:40.259	125.0	
